Sujeto,Clase,archivo,start_idx,end_idx,Acceleration X(g)_mean,Acceleration X(g)_std,Acceleration X(g)_var,Acceleration X(g)_median,Acceleration X(g)_iqr,Acceleration X(g)_rms,Acceleration X(g)_ptp,Acceleration X(g)_sma
S01,Caminar,S01_Caminar_2_pipeline.csv,1536,1792,-0.1599901568815603,0.4384105381175459,0.1922037999325161,-0.0147423869395413,0.5061382125722375,0.4666911722236691,2.522466352776044,0.3110258206666865
S01,Caminar,S01_Caminar_2_pipeline.csv,1664,1920,-0.1604969365521487,0.42500242879865,0.1806270644847515,0.0170890391442813,0.3388866337898102,0.4542976239508369,2.549428281269976,0.2843287457274495
S01,Caminar,S01_Caminar_2_pipeline.csv,1792,2048,-0.0956846534923299,0.3492981343023622,0.122009186627111,0.0318796606389688,0.2155351949463989,0.3621667289261374,2.023196802993212,0.2206237279105607
S01,Caminar,S01_Caminar_2_pipeline.csv,1920,2176,-0.0183366577106039,0.3368673515211173,0.113479612520852,0.0281786781195449,0.167148503633983,0.3373660408767425,2.2499495401026306,0.2116279858222933
S01,Caminar,S01_Caminar_2_pipeline.csv,2048,2304,-0.0781340455675251,0.3957788637619173,0.1566409090006743,0.0203156744644149,0.3747511417137982,0.4034176967826553,2.516503184852305,0.2747725428896069
S01,Caminar,S01_Caminar_2_pipeline.csv,2176,2432,-0.0050593789507182,0.9030573686477548,0.815512611069007,-0.0384216834515298,0.5541300969288715,0.90307154112195,6.685740004150258,0.4877380207229
S01,Caminar,S01_Caminar_2_pipeline.csv,2304,2560,-0.0249918752876589,0.8892531759585425,0.7907712109523546,-0.0075087587716246,0.561294396191107,0.8896042967425172,6.685740004150258,0.4488611295852517
S01,Caminar,S01_Caminar_2_pipeline.csv,2432,2688,-0.037048395350882,0.4169419753736605,0.1738406108284901,0.0383441187497354,0.2205336484713239,0.4185847517845883,2.7233233809214887,0.2536868285910001
S01,Caminar,S01_Caminar_2_pipeline.csv,2560,2816,0.0347573915511184,0.4758218689426442,0.2264064509640709,0.075618708619025,0.1715143555419204,0.4770896427627712,2.755656158717877,0.2945900979399415
S01,Caminar,S01_Caminar_2_pipeline.csv,2688,2944,-0.0741241805766005,0.4845812614606765,0.2348189989588205,0.0241680432038265,0.4131072610092169,0.4902176997059296,2.9295344230375866,0.3157517548885107
S01,Correr,S01_Correr_1_pipeline.csv,0,256,0.3348762366095691,3.1621345292431706,9.999094781031928,-0.1385974363796601,2.8561169397423494,3.1798171134324247,15.355562368862488,2.2607920387377547
S01,Correr,S01_Correr_1_pipeline.csv,128,384,0.2354767528235548,3.689005096394877,13.608758601227375,-0.1251879308881429,3.5064523406711494,3.6965129382091577,17.703232868433222,2.659934908095521
S01,Correr,S01_Correr_1_pipeline.csv,256,512,0.4912173874062713,3.921256841574312,15.376255217593345,-0.1294644418656449,2.7519935310602444,3.9519045711256218,19.24207037858837,2.649108363774618
S01,Correr,S01_Correr_1_pipeline.csv,384,640,0.4447981165233329,4.126747259179616,17.030042941146473,-0.1168663560463673,3.777941833248938,4.150649142677465,20.5548970287374,2.867985503024644
S01,Correr,S01_Correr_1_pipeline.csv,512,768,0.2077009986437608,4.089690767220787,16.725570571490955,-0.1275786266921625,3.929102480439545,4.094961572020984,21.09448716488348,2.889822919371416
S01,Correr,S01_Correr_1_pipeline.csv,640,896,0.2129904260778106,4.224937367016487,17.85009575521221,-0.1117676361607289,3.137689443724589,4.230302669645875,22.81732774077863,2.815551634669624
S01,Correr,S01_Correr_1_pipeline.csv,768,1024,0.0251957860423866,4.175217783358125,17.432443538469936,-0.2377564167207512,2.921567422847985,4.17529380596195,19.678303521770715,2.7322242719273846
S01,Correr,S01_Correr_1_pipeline.csv,896,1152,-0.1830204187471778,4.0457278386459885,16.36791374439514,-0.5279458818863029,3.056515239397064,4.049865456786625,18.499156983147792,2.760207448972866
S01,Correr,S01_Correr_1_pipeline.csv,1024,1280,0.1077473087273378,4.267613774008161,18.212527324104183,-0.3365841285798702,3.0367104282441453,4.26897374162013,21.264606819529803,2.759129934719774
S01,Correr,S01_Correr_1_pipeline.csv,1152,1408,-0.0570214016469807,3.830410053701056,14.672041179494125,-0.1511982683241917,2.973410061937156,3.830834454755244,22.639755950739563,2.528874821000541
S01,Correr,S01_Correr_1_pipeline.csv,1280,1536,0.3535736899916285,4.65604196897546,21.67872681686088,-0.2376441704013865,4.453021235059501,4.669447630193017,21.79401160005989,3.282180287580541
S01,Correr,S01_Correr_1_pipeline.csv,1408,1664,1.085471314990738,5.451144033704143,29.714971276188272,-0.0572148461354672,5.272593895466763,5.558166896725574,22.58649113471008,3.971618279643772
S01,Correr,S01_Correr_1_pipeline.csv,1536,1792,0.3812675469450877,4.611994859798515,21.27049658680793,-0.1182603294386256,4.502563019040336,4.627727469197106,22.40461606205308,3.310873027181893
S01,Correr,S01_Correr_1_pipeline.csv,1664,1920,0.1433438944606527,4.12718659877747,17.033669221128342,-0.1109319987816238,3.422372383141409,4.129675131678942,20.203849415408072,2.8263359505533745
S01,Correr,S01_Correr_1_pipeline.csv,1792,2048,0.3610749457168453,4.105074327291588,16.851635232588478,-0.1305635284200578,2.8694959736739154,4.12092348254768,20.203849415408072,2.686187361530247
S01,Correr,S01_Correr_1_pipeline.csv,1920,2176,-0.4242127960054301,3.225902195857133,10.406444977235871,-0.551752754716067,3.4248466663961508,3.253675071904172,17.06780786291128,2.3421279419277616
S01,Correr,S01_Correr_1_pipeline.csv,2048,2304,-0.4990259117899746,3.174388225763567,10.076740607866366,-0.5883049763259995,4.019537455772171,3.213373222721597,19.488575598109627,2.428672887224568
S01,Correr,S01_Correr_1_pipeline.csv,2176,2432,0.1249109249760559,3.8925668899300265,15.15207699257952,-0.3081911660527388,4.322177754352021,3.894570545228048,19.591266917580512,2.814569115545008
S01,Correr,S01_Correr_1_pipeline.csv,2304,2560,0.1821118323414006,4.199010870747781,17.631692292658038,-0.4394545350897962,5.460199250919255,4.202958126383938,19.328905676081863,3.2259249937291545
S01,Correr,S01_Correr_1_pipeline.csv,2432,2688,-0.4969768784935782,3.863163168783093,14.92402966864223,-0.8539019136609811,5.061734136560178,3.894998804415664,19.789676696955308,3.070251138720625
S01,Correr,S01_Correr_1_pipeline.csv,2560,2816,-0.6537338613386673,3.1717587646178296,10.06005366093002,-0.4650444700602087,3.226198140263425,3.238428881786781,17.835544147291653,2.3891877783884565
S01,Correr,S01_Correr_1_pipeline.csv,2688,2944,0.1669308214425178,3.028908376229955,9.174285951595984,-0.363500065115686,2.70692888131384,3.033504878971428,15.210335539541347,2.131703311094137
S01,Correr,S01_Correr_2_pipeline.csv,0,256,-0.1996958434587319,2.2520407213714284,5.071687410715144,-0.3703683636441008,1.680307247310315,2.2608772281151928,11.811739489840788,1.586775408654615
S01,Correr,S01_Correr_2_pipeline.csv,128,384,-0.4537565598275803,2.367087000918464,5.603100869917167,-0.5154907379805586,2.025974039021551,2.4101858611948845,12.389797485424566,1.7718619785461711
S01,Correr,S01_Correr_2_pipeline.csv,256,512,0.4097067092011272,3.2188373594722592,10.360913946734346,-0.2759049467726497,2.953795723055657,3.244807164424223,14.522929761641445,2.2834447652521948
S01,Correr,S01_Correr_2_pipeline.csv,384,640,0.8941168299626621,3.6252845601062327,13.142688141744642,-0.1066865122097592,3.947022279862936,3.7339165828078063,14.335953184155542,2.7474801519422503
S01,Correr,S01_Correr_2_pipeline.csv,512,768,0.7324226311182026,3.664643621823456,13.429612874971337,-0.3214781643490347,3.910512917354795,3.73711864750712,15.213941550333171,2.695329648918324
S01,Correr,S01_Correr_2_pipeline.csv,640,896,0.9622202246492296,3.786538354243127,14.337872708154247,-0.1191663451643194,4.309257379495285,3.906883728610088,15.213941550333171,2.7965625766333964
S01,Correr,S01_Correr_2_pipeline.csv,768,1024,0.475148490292376,3.497075297679685,12.229535637641458,-0.2308757298717051,4.12756774182762,3.529206954185116,14.234758443277006,2.629700882246768
S01,Correr,S01_Correr_2_pipeline.csv,896,1152,0.7121867832064581,3.6792596509521487,13.536951579124526,-0.2586144681995234,4.202110662981887,3.7475540814374497,15.081687853383114,2.77843201974206
S01,Correr,S01_Correr_2_pipeline.csv,1024,1280,1.0355214897462488,3.618525493242698,13.093726745247311,-0.0701256967282744,4.069557694170137,3.763778885770736,15.081687853383114,2.6859037084030115
S01,Correr,S01_Correr_2_pipeline.csv,1152,1408,0.423007942693714,3.453014452711093,11.923308810631692,-0.3862591519836128,3.824032275486235,3.4788280397590303,15.03788959755553,2.514135932727317
S01,Correr,S01_Correr_2_pipeline.csv,1280,1536,0.7387801621510461,3.492304150753605,12.196188281370857,-0.3364344905665064,4.091860943532804,3.5695916306152977,15.03788959755553,2.5732069352878466
S01,Correr,S01_Correr_2_pipeline.csv,1408,1664,1.0695804050380575,3.164487087751134,10.013978528543651,0.068367904006135,3.872759796619688,3.340356383888556,13.51243887993973,2.372839909429186
S01,Correr,S01_Correr_2_pipeline.csv,1536,1792,0.5368937943023921,3.050728608332292,9.306945041697082,-0.1649906172768772,3.430713233988323,3.0976119815202003,13.484754956278843,2.252163177505876
S01,Correr,S01_Correr_2_pipeline.csv,1664,1920,0.5428435067592381,3.219826723991372,10.367284132529008,-0.3493686119417987,3.343303318474848,3.265266176800856,13.77709192255909,2.376419738651652
S01,Correr,S01_Correr_2_pipeline.csv,1792,2048,0.7953344681275158,3.352187388549853,11.237160287952689,-0.0749171250996962,4.1944076052251695,3.4452455941695024,14.271714613958814,2.504783463893405
S01,Correr,S01_Correr_2_pipeline.csv,1920,2176,0.5296229987717922,3.2939605821984,10.85017631707682,-0.0807186125039663,3.979370568260513,3.336266901479084,14.271714613958814,2.4920181042201186
S01,Correr,S01_Correr_2_pipeline.csv,2048,2304,0.3296716183137737,3.0861541837730995,9.524347646020209,-0.5194133065153009,2.913805920217521,3.1037124579995856,13.44401647691378,2.255875873440681
S01,Correr,S01_Correr_2_pipeline.csv,2176,2432,0.4044737745753251,2.994472976195504,8.966868405165158,-0.4442526621120531,2.7273643674806136,3.021666334902709,12.412755791844816,2.155940511099147
S01,Correr,S01_Correr_2_pipeline.csv,2304,2560,0.388275213874854,2.8624846171414555,8.193818183371466,-0.4264323644263892,3.659827374885839,2.888697946321323,12.0869327900751,2.194524023842573
S01,Correr,S01_Correr_2_pipeline.csv,2432,2688,0.8087907123735787,2.719319592554991,7.394699046453441,0.10248055163836,4.008782480182244,2.8370480191345373,10.947215678036336,2.1858504226764586
S01,Correr,S01_Correr_2_pipeline.csv,2560,2816,0.804213190902763,2.3056741098782525,5.3161331009628725,0.3048872378301827,2.306798314151288,2.441903347265177,10.083121900658435,1.6997927687389809
S01,Correr,S01_Correr_2_pipeline.csv,2688,2944,0.2269486647121332,1.3133704981913867,1.7249420655194916,0.1160222724257453,0.6160397463282197,1.332834484072989,8.52270093079263,0.7587294759106693
S01,Quieto,S01_Quieto_1_pipeline.csv,0,256,0.0226264905444311,0.0010629987553964,1.1299663539743005e-06,0.0224812610559069,0.001522017087434,0.0226514467686107,0.0052969722918091,0.022626490544431
S01,Quieto,S01_Quieto_1_pipeline.csv,128,384,0.021325002102718,0.0013993641146375,1.95821992533528e-06,0.0215868206782808,0.0019865472787099,0.0213708664917046,0.0064206008699171,0.0213250021027179
S01,Quieto,S01_Quieto_1_pipeline.csv,256,512,0.0208109509195097,0.0010773018395468,1.1605792534910154e-06,0.0209636112001925,0.0013705628538258,0.0208388161234686,0.0052382932084517,0.0208109509195097
S01,Quieto,S01_Quieto_1_pipeline.csv,384,640,0.0210513043961037,0.0006317996340237,3.9917077755255337e-07,0.0210785570804023,0.0007227533143204,0.0210607831657554,0.0033919986655999,0.0210513043961036
S01,Quieto,S01_Quieto_1_pipeline.csv,512,768,0.0209067300104725,0.0005806860490617,3.371962875748946e-07,0.0209388268781407,0.0008274363724379,0.0209147927558072,0.0025293055097188,0.0209067300104724
S01,Quieto,S01_Quieto_1_pipeline.csv,640,896,0.020632602320227,0.0006891613515712,4.749433684995495e-07,0.020732289807956,0.0008885091792732,0.0206441086480656,0.0034087400060118,0.0206326023202269
S01,Quieto,S01_Quieto_1_pipeline.csv,768,1024,0.0200709175926306,0.0007494905221779,5.617360428345519e-07,0.0201442511995538,0.0011761761720019,0.020084906498488,0.0030224976848666,0.0200709175926305
S01,Quieto,S01_Quieto_1_pipeline.csv,896,1152,0.0195677779946241,0.0011468894308869,1.3153553666801075e-06,0.0198165135462499,0.0017634941144682,0.0196013594174888,0.0043949419212622,0.0195677779946241
S01,Quieto,S01_Quieto_1_pipeline.csv,1024,1280,0.0191003621273406,0.0013321830338675,1.7747116357245838e-06,0.0193025713981761,0.0024256012203856,0.01914676330431,0.0050114190013383,0.0191003621273405
S01,Quieto,S01_Quieto_1_pipeline.csv,1152,1408,0.0185567245212586,0.0011101506458123,1.23243445639757e-06,0.0184121721840238,0.0017347082402258,0.0185899020818905,0.0048011520922402,0.0185567245212585
S01,Quieto,S01_Quieto_1_pipeline.csv,1280,1536,0.0179311264369895,0.0008092443612294,6.548764361816152e-07,0.0179010635115359,0.0008068060435662,0.0179493780319955,0.0044295667853829,0.0179311264369894
S01,Quieto,S01_Quieto_1_pipeline.csv,1408,1664,0.0183933004871431,0.0016680151553118,2.782274558349907e-06,0.0179021441152016,0.0010836579761128,0.0184687784481997,0.0073762033566064,0.018393300487143
S01,Quieto,S01_Quieto_1_pipeline.csv,1536,1792,0.0218354762465599,0.0030678075496416,9.411443161638547e-06,0.0228355791875191,0.0061095343248907,0.0220499312034237,0.0104626074355697,0.0218354762465598
S01,Quieto,S01_Quieto_1_pipeline.csv,1664,1920,0.0236837085498884,0.001203539147769,1.448506480212569e-06,0.0236924924185217,0.0018652523160722,0.023714269062239,0.005294994791333,0.0236837085498883
S01,Quieto,S01_Quieto_1_pipeline.csv,1792,2048,0.0213131438541197,0.0022014667192072,4.846455715777102e-06,0.0217969325000697,0.0028488855882905,0.021426538606648,0.0090990116409081,0.0213131438541196
S01,Quieto,S01_Quieto_1_pipeline.csv,1920,2176,0.0186641851604944,0.0019054504651736,3.630741475230334e-06,0.0182405422704872,0.0027571528850494,0.0187611979676259,0.0082744144488767,0.0186641851604944
S01,Quieto,S01_Quieto_1_pipeline.csv,2048,2304,0.0181176031315033,0.0010401059581087,1.0818204040934155e-06,0.018303638719295,0.0015502108661429,0.0181474340785344,0.0052653486106682,0.0181176031315033
S01,Quieto,S01_Quieto_1_pipeline.csv,2176,2432,0.0179021676110901,0.0010013101263849,1.002621969201113e-06,0.0177380233590812,0.0018142660863369,0.0179301485533378,0.004104456041998,0.01790216761109
S01,Quieto,S01_Quieto_1_pipeline.csv,2304,2560,0.0173513328775724,0.000517114423096,2.674073265739891e-07,0.0174014454550383,0.0007025839301352,0.0173590368383415,0.0027890412479313,0.0173513328775723
S01,Quieto,S01_Quieto_1_pipeline.csv,2432,2688,0.0180329713978737,0.0006202397538215,3.846973522206119e-07,0.0179987148308225,0.0009658329265899,0.0180436347443843,0.0024418717136735,0.0180329713978736
S01,Quieto,S01_Quieto_1_pipeline.csv,2560,2816,0.0183392817377461,0.0008124466588127,6.600695734159593e-07,0.0184345449732291,0.0010463170712537,0.0183572689752546,0.0043124993010122,0.018339281737746
S01,Quieto,S01_Quieto_1_pipeline.csv,2688,2944,0.0177570196951661,0.0010129818496167,1.026132227653014e-06,0.0176098461521571,0.0014851941983175,0.0177858899322517,0.0043124993010122,0.0177570196951661
S01,Quieto,S01_Quieto_2_pipeline.csv,0,256,0.0228438689704897,0.000956676344844,9.152296287842084e-07,0.0228836303695015,0.001568095179406,0.0228638924763411,0.0042506996899042,0.0228438689704896
S01,Quieto,S01_Quieto_2_pipeline.csv,128,384,0.0234133939354913,0.0008090830600631,6.546153980812171e-07,0.0234047996283228,0.0012114411539945,0.0234273692713583,0.0034657122579996,0.0234133939354912
S01,Quieto,S01_Quieto_2_pipeline.csv,256,512,0.0227440750363995,0.0010012383592475,1.002478252028725e-06,0.0225938975066455,0.0012988829859583,0.0227661025982358,0.0041174674723501,0.0227440750363994
S01,Quieto,S01_Quieto_2_pipeline.csv,384,640,0.0215340684227421,0.0007578379592494,5.74318372479404e-07,0.0214451825361063,0.0010644156945948,0.0215473994070704,0.003696900515533,0.021534068422742
S01,Quieto,S01_Quieto_2_pipeline.csv,512,768,0.0202578186972864,0.0008850695312769,7.833480751948631e-07,0.0203463506277948,0.0014325810905657,0.0202771439420674,0.0037145816212521,0.0202578186972863
S01,Quieto,S01_Quieto_2_pipeline.csv,640,896,0.0190559797337342,0.0007745556372942,5.999364352643608e-07,0.019072821671895,0.0010273501245207,0.0190717146593523,0.0040558439179496,0.0190559797337342
S01,Quieto,S01_Quieto_2_pipeline.csv,768,1024,0.0182568951997392,0.0008766241841586,7.684699602518464e-07,0.0184211983806491,0.0011589990312729,0.0182779291030059,0.0044105508850602,0.0182568951997391
S01,Quieto,S01_Quieto_2_pipeline.csv,896,1152,0.0179668807704416,0.0008317992045846,6.918899167476296e-07,0.0180219768336917,0.0012515298990736,0.0179861250561651,0.004078307726307,0.0179668807704415
S01,Quieto,S01_Quieto_2_pipeline.csv,1024,1280,0.0183325188296832,0.0008979353677145,8.062879245927053e-07,0.0181970824858755,0.0012208314388394,0.0183544963037748,0.0044272994476698,0.0183325188296831
S01,Quieto,S01_Quieto_2_pipeline.csv,1152,1408,0.0188490596364449,0.0010600241498507,1.1236511982668e-06,0.018896772911422,0.0015884070078778,0.0188788426651774,0.004702832437458,0.0188490596364448
S01,Quieto,S01_Quieto_2_pipeline.csv,1280,1536,0.0186674044554951,0.001607593344175,2.584356360235795e-06,0.01915422912616,0.0022486340229631,0.018736497684073,0.0069578418757677,0.018667404455495
S01,Quieto,S01_Quieto_2_pipeline.csv,1408,1664,0.0172423435324809,0.0019050809320957,3.629333357834912e-06,0.0167235271381972,0.0032345758680117,0.017347269060285,0.007815078937736,0.0172423435324809
S01,Quieto,S01_Quieto_2_pipeline.csv,1536,1792,0.0154943440447184,0.001208552458534,1.4605990450287062e-06,0.0154435594909699,0.0014075205316682,0.0155414058701628,0.006683666581893,0.0154943440447184
S01,Quieto,S01_Quieto_2_pipeline.csv,1664,1920,0.014851238090072,0.0008890350665558,7.903833495659785e-07,0.0148597110725671,0.0011139033716796,0.0148778243086001,0.004586912525987,0.014851238090072
S01,Quieto,S01_Quieto_2_pipeline.csv,1792,2048,0.0142749367908453,0.0011140897474553,1.2411959653852227e-06,0.0141495528539284,0.0015452716700519,0.014318345447293,0.005238759717723,0.0142749367908453
S01,Quieto,S01_Quieto_2_pipeline.csv,1920,2176,0.0137351282123658,0.0007926244281656,6.282534841249119e-07,0.0136793298911054,0.0010454005509547,0.0137579795207818,0.0041078493146398,0.0137351282123658
S01,Quieto,S01_Quieto_2_pipeline.csv,2048,2304,0.0136888364542095,0.0007664496635573,5.874450867671836e-07,0.0137793550963433,0.0010615836800272,0.0137102767498275,0.003528822348377,0.0136888364542094
S01,Quieto,S01_Quieto_2_pipeline.csv,2176,2432,0.0140678452486257,0.000895178129616,8.01343883742888e-07,0.0141058805384639,0.0011086390747146,0.0140962978765002,0.0038885618177538,0.0140678452486256
S01,Quieto,S01_Quieto_2_pipeline.csv,2304,2560,0.0152761191263014,0.0009959713048796,9.919588401437658e-07,0.0152854119955504,0.0014982270550478,0.0153085523287179,0.0044630186358379,0.0152761191263013
S01,Quieto,S01_Quieto_2_pipeline.csv,2432,2688,0.0156784160797141,0.0008072501585656,6.516528185042146e-07,0.0157771345221152,0.0010707530270377,0.0156991841694765,0.0035410440375702,0.015678416079714
S01,Quieto,S01_Quieto_2_pipeline.csv,2560,2816,0.0150654214184206,0.000965736980817,9.326479161176284e-07,0.0151688445390649,0.0013757495543691,0.0150963429488974,0.0045657357640207,0.0150654214184205
S01,Quieto,S01_Quieto_2_pipeline.csv,2688,2944,0.0143956762725356,0.0008711511931272,7.589044012869845e-07,0.0142981535001433,0.0011599907832518,0.0144220109466375,0.0044437898416358,0.0143956762725356
S02,Caminar,S02_Caminar_1_pipeline.csv,0,256,0.0608108018924661,0.5329851811665955,0.2840732033431887,0.0252902717424792,0.3284004735189101,0.5364430603242002,2.790780147823554,0.3487211939011356
