ime,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(°),Angle Y(°),Angle Z(°)
23:46:51.380,eb:33:2e:f9:57:b5,,-1.0166,-0.092285,0.065918,,,0.183105,,,,,,,-54.223,82.6996,19.8743
23:46:51.412,eb:33:2e:f9:57:b5,,-1.0166,-0.092773,0.066406,,,0.12207,,,,,,,-54.223,82.6996,19.8798
23:46:51.444,eb:33:2e:f9:57:b5,,-1.01856,-0.093262,0.064941,,,0.12207,,,,,,,-54.2175,82.6996,19.8798
23:46:51.508,eb:33:2e:f9:57:b5,,-1.01514,-0.092773,0.06543,,,0.183105,,,,,,,-54.2175,82.6996,19.8798
23:46:51.539,eb:33:2e:f9:57:b5,,-1.01709,-0.092285,0.066895,,,0.061035,,,,,,,-54.2175,82.6996,19.8798
23:46:51.571,eb:33:2e:f9:57:b5,,-1.01611,-0.093262,0.063965,,,0.183105,,,,,,,-54.2175,82.6996,19.8853
23:46:51.618,eb:33:2e:f9:57:b5,,-1.01562,-0.092285,0.06543,,,0.12207,,,,,,,-54.2175,82.6996,19.8853
23:46:51.650,eb:33:2e:f9:57:b5,,-1.01562,-0.092773,0.06543,,,0.12207,,,,,,,-54.2175,82.6996,19.8853
23:46:51.682,eb:33:2e:f9:57:b5,,-1.01758,-0.092773,0.064941,,,0.061035,,,,,,,-54.2175,82.6996,19.8853
23:46:51.746,eb:33:2e:f9:57:b5,,-1.01514,-0.091797,0.06543,,,0.12207,,,,,,,-54.2175,82.6996,19.8853
23:46:51.778,eb:33:2e:f9:57:b5,,-1.01807,-0.091309,0.064941,,,0.061035,,,,,,,-54.212,82.6996,19.8907
23:46:51.810,eb:33:2e:f9:57:b5,,-1.01611,-0.092773,0.06543,,,0.12207,,,,,,,-54.212,82.6996,19.8907
23:46:51.873,eb:33:2e:f9:57:b5,,-1.01611,-0.092285,0.06543,,,0.12207,,,,,,,-54.2065,82.6996,19.8962
23:46:51.889,eb:33:2e:f9:57:b5,,-1.01807,-0.091797,0.064941,,,0.183105,,,,,,,-54.2065,82.6996,19.8962
23:46:51.920,eb:33:2e:f9:57:b5,,-1.01318,-0.094238,0.063965,,,0.12207,,,,,,,-54.2011,82.6996,19.9017
23:46:51.988,eb:33:2e:f9:57:b5,,-1.01953,-0.091797,0.066406,,,0.183105,,,,,,,-54.2065,82.6996,19.8962
23:46:52.048,eb:33:2e:f9:57:b5,,-1.01123,-0.093262,0.066895,,,0.061035,,,,,,,-54.2011,82.6996,19.9017
23:46:52.065,eb:33:2e:f9:57:b5,,-1.01904,-0.091797,0.063477,,,0.244141,,,,,,,-54.2011,82.6996,19.9017
23:46:52.115,eb:33:2e:f9:57:b5,,-1.0166,-0.091797,0.065918,,,0.061035,,,,,,,-54.2011,82.6996,19.9017
23:46:52.143,eb:33:2e:f9:57:b5,,-1.01465,-0.090332,0.066895,-0.061035,0.061035,0.061035,,,,,,,-54.2011,82.6996,19.9072
