model,before_acc_mean,before_acc_std,before_f1_mean,after_acc_mean,after_acc_std,after_f1_mean
SVM_RBF,0.984660766961652,0.01045430392133885,0.9843605573954004,0.9604545216526155,0.012722007454783033,0.9588761396470847
kNN_k5,0.9805274825016145,0.0088638616098563,0.9800973670857382,0.9681223926969332,0.008218806305762978,0.966722826775807
