ime,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(�/s),Angular velocity Y(�/s),Angular velocity Z(�/s),ShiftX(mm),ShiftY(mm),ShiftZ(mm),SpeedX(mm/s),SpeedY(mm/s),SpeedZ(mm/s),Angle X(�),Angle Y(�),Angle Z(�)
01:22:17.171,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.219,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.265,eb:33:2e:f9:57:b5,,0.118164,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.303,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.329,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.364,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.408,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.455,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.981445,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.494,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,-0.061035,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.538,eb:33:2e:f9:57:b5,,0.118164,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.566,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.614,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.655,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.702,eb:33:2e:f9:57:b5,,0.118652,-0.081055,0.982422,,,-0.305176,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.725,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.982422,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.773,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.815,eb:33:2e:f9:57:b5,,0.118164,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.852,eb:33:2e:f9:57:b5,,0.118164,-0.080078,0.982422,-0.061035,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.899,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.933,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:17.971,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.981445,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.010,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.055,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.091,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,0.061035,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.138,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.191,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.981445,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.225,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.265,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.311,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.343,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.387,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.422,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.981445,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.470,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.98291,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.502,eb:33:2e:f9:57:b5,,0.118652,-0.081055,0.982422,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.552,eb:33:2e:f9:57:b5,,0.118164,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.597,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.628,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981445,,,-0.12207,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.679,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.982422,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.715,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.753,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.801,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.836,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.867,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.907,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.98291,,,-0.12207,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.956,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:18.991,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.981934,,0.061035,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.025,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.072,eb:33:2e:f9:57:b5,,0.119141,-0.079102,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.104,eb:33:2e:f9:57:b5,,0.118652,-0.079102,0.981934,-0.061035,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.140,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.184,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.982422,,0.061035,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.233,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.982422,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.266,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.98291,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.317,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.982422,-0.061035,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.352,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.389,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.436,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.12207,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.468,eb:33:2e:f9:57:b5,,0.119629,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.506,eb:33:2e:f9:57:b5,,0.119629,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.548,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.98291,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.579,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.630,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.305176,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.672,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,0.061035,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.720,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.752,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.98291,,0.061035,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.793,eb:33:2e:f9:57:b5,,0.118652,-0.081055,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.831,eb:33:2e:f9:57:b5,,0.118652,-0.079102,0.98291,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.879,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981445,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.926,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.98291,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:19.958,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.98291,-0.061035,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.009,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.036,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.068,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.98291,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.119,eb:33:2e:f9:57:b5,,0.118164,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.155,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.194,eb:33:2e:f9:57:b5,,0.119629,-0.07959,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.244,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.273,eb:33:2e:f9:57:b5,,0.119141,-0.079102,0.981445,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.319,eb:33:2e:f9:57:b5,,0.119629,-0.080566,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.352,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,-0.061035,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.405,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.448,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,0.061035,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.483,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.519,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.559,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.98291,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.612,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.982422,-0.061035,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.639,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.981934,,,-0.12207,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.686,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.981445,-0.061035,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.739,eb:33:2e:f9:57:b5,,0.117676,-0.080078,0.981445,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.773,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.806,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.840,eb:33:2e:f9:57:b5,,0.119141,-0.081055,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.877,eb:33:2e:f9:57:b5,,0.119629,-0.080566,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.909,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:20.962,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.002,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.038,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.084,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.115,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.98291,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.163,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.214,eb:33:2e:f9:57:b5,,0.118164,-0.079102,0.981934,-0.12207,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.244,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.307,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.355,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.98291,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.385,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,0.061035,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.418,eb:33:2e:f9:57:b5,,0.119629,-0.080566,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.465,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.98291,-0.061035,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.497,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.982422,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.546,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.98291,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.578,eb:33:2e:f9:57:b5,,0.120117,-0.07959,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.620,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.673,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.720,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.741,eb:33:2e:f9:57:b5,,0.119141,-0.079102,0.981445,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.783,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.98291,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:21.821,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981445,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:21.868,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981445,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:21.905,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96057,-7.80029,-125.244
01:22:21.927,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:21.968,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.982422,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.022,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.982422,,0.061035,-0.183105,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.070,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.108,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.133,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.982422,,0.061035,-0.12207,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.181,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.214,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.982422,-0.061035,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.260,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.982422,,,-0.183105,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.291,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.338,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.982422,,,-0.12207,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.386,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.421,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.465,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.497,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.549,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.592,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.624,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981445,-0.061035,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.669,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.712,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.981445,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.751,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.787,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.830,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.870,eb:33:2e:f9:57:b5,,0.118164,-0.080078,0.982422,-0.061035,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.901,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:22.942,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:22.973,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.020,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.981934,,0.061035,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.068,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.106,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.981445,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.152,eb:33:2e:f9:57:b5,,0.118164,-0.081055,0.98291,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.195,eb:33:2e:f9:57:b5,,0.118652,-0.080566,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.234,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,0.061035,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.259,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.316,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.354,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:23.389,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96057,-7.80029,-125.244
01:22:23.438,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.982422,-0.061035,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:23.486,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:23.514,eb:33:2e:f9:57:b5,,0.119629,-0.07959,0.981934,,,-0.183105,,,,,,,-3.96057,-7.80029,-125.244
01:22:23.545,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:23.593,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.981934,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:23.627,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981445,,,-0.244141,,,,,,,-3.96057,-7.80029,-125.244
01:22:23.671,eb:33:2e:f9:57:b5,,0.119629,-0.080078,0.982422,,,-0.183105,,,,,,,-3.96057,-7.80029,-125.244
01:22:23.703,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.981934,-0.061035,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.751,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.981934,-0.061035,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.782,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.837,eb:33:2e:f9:57:b5,,0.118164,-0.080078,0.981934,-0.061035,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.861,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.98291,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.909,eb:33:2e:f9:57:b5,,0.119629,-0.080566,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:23.956,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.006,eb:33:2e:f9:57:b5,,0.119141,-0.081543,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.035,eb:33:2e:f9:57:b5,,0.119141,-0.080566,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.071,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.113,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.176,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.205,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.98291,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.250,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.287,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.326,eb:33:2e:f9:57:b5,,0.118652,-0.079102,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.369,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.983398,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.398,eb:33:2e:f9:57:b5,,0.118652,-0.07959,0.982422,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.430,eb:33:2e:f9:57:b5,,0.118164,-0.080566,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.480,eb:33:2e:f9:57:b5,,0.119629,-0.080566,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.529,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.572,eb:33:2e:f9:57:b5,,0.119141,-0.080078,0.98291,-0.061035,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.604,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.98291,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.651,eb:33:2e:f9:57:b5,,0.118164,-0.080078,0.981445,-0.061035,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.683,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.715,eb:33:2e:f9:57:b5,,0.119141,-0.07959,0.982422,,,-0.244141,,,,,,,-3.96606,-7.80029,-125.244
01:22:24.772,eb:33:2e:f9:57:b5,,0.118652,-0.080078,0.981934,,,-0.183105,,,,,,,-3.96606,-7.80029,-125.244
